cd_linha	trip_id	dc_itinerario_longo	
33211	8677-10-1	JD. LIBANO	
443	8677-10-0	PCA.RAMOS DE AZEVEDO	
444	8677-31-0	PCA.RAMOS DE AZEVEDO	
33212	8677-31-1	JD. LIBANO	
33214	8686-10-1	MANGALOT	
446	8686-10-0	LARGO DO PAISSANDÚ	
448	8696-10-0	PCA.RAMOS DE AZEVEDO	
33216	8696-10-1	JARAGUA	
33218	8696-41-1	JARAGUA	
450	8696-41-0	PCA.RAMOS DE AZEVEDO	
1877	8700-10-0	PÇA. RAMOS DE AZEVEDO	
34645	8700-10-1	TERMINAL CAMPO LIMPO	
34750	8700-21-1	LARGO DO TABOÃO	
1982	8700-21-0	PÇA. RAMOS DE AZEVEDO	
1983	8700-22-0	TERMINAL CAMPO LIMPO	
34751	8700-22-1	HOSPITAL DAS CLÍNICAS	
2134	8700-23-0	BUTANTÃ	
34902	8700-23-1	PRAÇA RAMOS DE AZEVEDO	
2072	8705-10-0	ANHANGABAU	
34840	8705-10-1	SHOPPING CONTINENTAL	
34858	8705-51-1	PQ CONTINENTAL	
2090	8705-51-0	ANHANGABAU	
2064	8707-10-0	TERMINAL PRINCESA ISABEL	
34832	8707-10-1	RIO PEQUENO	
34833	8707-21-1	RIO PEQUENO	
2065	8707-21-0	BUTANTÃ	
33245	874C-10-1	PQ. CONTINENTAL	
477	874C-10-0	METRO VILA MARIANA	
307	874T-10-0	LAPA	
33075	874T-10-1	IPIRANGA	
33076	874T-51-1	METRO TAMANDUATEI	
308	874T-51-0	METRO VILA MARIANA	
609	875A-10-0	PERDIZES (VIA ARATÃS)	
33377	875A-10-1	AEROPORTO	
33246	875C-10-1	TERMINAL LAPA	
478	875C-10-0	METRO STA CRUZ	
1506	875C-22-0	TERMINAL LAPA	
34274	875C-22-1	MORUMBI	
34108	875H-10-1	TERMINAL  LAPA	
1340	875H-10-0	METRO VILA MARIANA	
610	875M-10-0	METRÔ BARRA FUNDA	
33378	875M-10-1	AEROPORTO	
34109	875P-10-1	METRO BARRA FUNDA	
1341	875P-10-0	METRO ANA ROSA	
1381	877T-10-0	METRÔ PARAÍSO	
34149	877T-10-1	VILA ANASTACIO	
33221	8809-10-1	PERUS	
453	8809-10-0	CCPD RAUL TABAJARA	
454	888P-10-0	COHAB TAIPAS	
33222	888P-10-1	PERUS	
33638	9002-10-1	JD. PERY ALTO	
870	9002-10-0	T.T.V.N.CACHOEIRINHA	
871	9004-10-0	T.T.V.N.CACHOEIRINHA	
33639	9004-10-1	JD. ELISA MARIA	
33640	9005-10-1	JD. PRINCESA	
872	9005-10-0	T.T.V.N.CACHOEIRINHA	
1440	9005-41-0	T.T.V.N.CACHOEIRINHA	
34208	9005-41-1	JD. VISTA ALEGRE	
1934	9005-42-0	T.T.V.N. CACHOEIRINHA	
34702	9005-42-1	SÍTIO DOS FRANCOS	
874	9006-10-0	T.T.V.N.CACHOEIRINHA	
33642	9006-10-1	VILA PENTEADO	
33643	9008-10-1	PQ. DE TAIPAS	
875	9008-10-0	T.T.V.N.CACHOEIRINHA	
1539	9008-21-0	T.T.V.N.CACHOEIRINHA	
34307	9008-21-1	CONJ. HAB. YADOIA	
33644	9008-41-1	ESTANCIA JARAGUA	
876	9008-41-0	T.T.V.N.CACHOEIRINHA	
877	9009-10-0	T.T.V.N.CACHOEIRINHA	
33645	9009-10-1	COHAB BRASILÂNDIA	
33646	9011-10-1	ESTAÇÃO JARAGUA	
878	9011-10-0	T.T.V.N.CACHOEIRINHA	
1768	9011-21-0	CITY JARAGUÁ	
34536	9011-21-1	ESTAÇÃO JARAGUÁ	
34036	9012-10-1	ITABERABA	
1268	9012-10-0	TERMINAL LAPA	
1425	9014-10-0	TERMINAL LAPA	
34193	9014-10-1	MORRO GRANDE	
34194	9014-42-1	JD IRACEMA	
1426	9014-42-0	TERMINAL LAPA	
1269	9015-10-0	TERMINAL PIRITUBA	
34037	9015-10-1	VILA ZATT	
34039	9018-10-1	VILA MIRANTE	
1271	9018-10-0	TERMINAL PIRITUBA	
1433	9019-10-0	TERMINAL PIRITUBA	
34201	9019-10-1	JD PAULISTANO	
34202	9020-10-1	VILA MIRANTE	
1434	9020-10-0	TERMINAL PIRITUBA	
1436	9021-10-0	TERMINAL PIRITUBA	
34204	9021-10-1	COHAB NOVA BRASILÂNDIA	
34040	9022-10-1	VILA IORIO	
1272	9022-10-0	TERMINAL LAPA	
1437	9023-10-0	TERMINAL PIRITUBA	
34205	9023-10-1	PQ. DE  TAIPAS	
33647	9031-10-1	FREGUESIA DO O	
879	9031-10-0	LAPA	
880	9032-10-0	T.T.V.N. Cachoeirinha	
33648	9032-10-1	Jd. Damasceno	
34583	9032-21-1	Jd. Damasceno	
1815	9032-21-0	T.T.V.N. Cachoeirinha	
881	9034-10-0	LAPA	
33649	9034-10-1	MORRO GRANDE	
33651	9047-10-1	JD. PAULISTANO	
883	9047-10-0	LAPA	
2088	9050-10-0	ITAIM BIBI	
34856	9050-10-1	TERMINAL LAPA	
34857	9051-10-1	LAPA	
2089	9051-10-0	PINHEIROS	
33334	9070-10-1	JD. ANTARTICA 	
566	9070-10-0	TERM. CASA VERDE	
34884	908T-10-1	TERM. PQ. D.PEDRO II	
2116	908T-10-0	BUTANTA	
33652	9090-10-1	PQ. TIETE	
884	9090-10-0	TERM. CASA VERDE	
1365	9162-10-0	TERMINAL CASA VERDE	
34133	9162-10-1	JD. ALMANARA	
33475	9166-10-1	JD. SANTA CRUZ	
707	9166-10-0	T.T.V.N. CACHOEIRINHA	
456	917H-10-0	METRO VILA MARIANA	
33224	917H-10-1	TERMINAL PIRITUBA	
34134	917M-10-1	MORRO GRANDE	
1366	917M-10-0	METRO ANA ROSA	
1367	917M-31-0	METRO ANA ROSA	
34135	917M-31-1	MORRO GRANDE	
33653	9181-10-1	VILA TEREZINHA	
885	9181-10-0	LAPA	
887	9186-10-0	LAPA	
33655	9186-10-1	COHAB N. BRASILANDIA	
33577	9188-10-1	CAPELA DA LAGOA 	
809	9188-10-0	LAPA	
1711	9188-42-0	LAPA	
34479	9188-42-1	CAPELA DA LAGOA	
33578	9191-10-1	JD. ELISA MARIA	
810	9191-10-0	BOM RETIRO	
1957	9191-21-0	BOM RETIRO	
34725	9191-21-1	BARRA FUNDA	
116	9300-10-0	TERM. PQ. D.PEDRO II	
32884	9300-10-1	TERM. CASA VERDE	
33226	9301-10-1	TERM. CASA VERDE	
458	9301-10-0	PAISSANDU	
34883	930P-10-1	TERM. PQ.D.PEDRO II	
2115	930P-10-0	TERM. PINHEIROS	
33476	9354-10-1	TERMINAL CACHOEIRINHA	
708	9354-10-0	TERMINAL CORREIO	
586	938C-10-0	TERM. PRINC. ISABEL	
33354	938C-10-1	COHAB TAIPAS	
34136	938L-10-1	T.T.V.N.CACHOEIRINHA	
1368	938L-10-0	LAPA	
888	938P-10-0	METRO BARRA FUNDA	
33656	938P-10-1	JD. TEREZA	
2030	938P-21-0	METRO BARRA FUNDA	
34798	938P-21-1	VILA PENTEADO	
33581	938V-10-1	JD. VISTA ALEGRE	
813	938V-10-0	METRO BARRA FUNDA	
1423	948A-10-0	METRO BARRA FUNDA	
34191	948A-10-1	VILA ZATT	
33229	9500-10-1	TERM. CACHOEIRINHA	
461	9500-10-0	PAISSANDU	
462	9501-10-0	PAISSANDU	
33230	9501-10-1	T.T.V.N.CACHOEIRINHA	
33231	9501-21-1	T.T.V.N.CACHOEIRINHA	
463	9501-21-0	TERM.PRINCESA ISABEL	
464	957T-10-0	ITAIM BIBI	
33232	957T-10-1	COHAB TAIPAS	
33233	958P-10-1	JD. NARDINI	
465	958P-10-0	ITAIM BIBI	
588	9653-10-0	LGO. DO PAISSANDU	
33356	9653-10-1	PEDRA BRANCA	
33336	967A-10-1	IMIRIM	
568	967A-10-0	PINHEIROS	
569	9701-10-0	METRÔ SANTANA	
33337	9701-10-1	HOSPITAL CACHOEIRINHA	
33585	9717-10-1	JD. ALMANARA	
817	9717-10-0	SANTANA	
658	971A-10-0	METRO SANTANA	
33426	971A-10-1	JD. PRIMAVERA	
33339	971C-10-1	COHAB	
571	971C-10-0	METRO SANTANA	
709	971D-10-0	CENTER NORTE	
33477	971D-10-1	JD. DAMASCENO	
33380	971M-10-1	VILA PENTEADO	
612	971M-10-0	METRO SANTANA	
614	971R-10-0	METRO SANTANA	
33382	971R-10-1	ESTACAO JARAGUA	
33383	971R-21-1	JD. DAMASCENO	
615	971R-21-0	METRO SANTANA	
616	971R-42-0	METRO SANTANA	
33384	971R-42-1	CDHU VOITH	
33385	971R-51-1	CHICA LUISA	
617	971R-51-0	METRO SANTANA	
618	971T-10-0	METRO SANTANA	
33386	971T-10-1	VILA SANTA MARIA	
33387	971V-10-1	JD. VISTA ALEGRE	
619	971V-10-0	CENTER NORTE	
1695	971X-10-0	Metrô Santana	
34463	971X-10-1	Terminal Cachoeirinha	
34464	971X-51-1	TERMINAL CACHOEIRINHA	
1696	971X-51-0	TERM. AMARAL GURGEL	
589	975A-10-0	METRO ANA ROSA	
33357	975A-10-1	VILA BRASILANDIA	
33591	9782-10-1	JD. CAROMBE	
823	9782-10-0	METRO BARRA FUNDA	
825	9782-31-0	LAPA	
33593	9782-31-1	JD. CAROMBE	
33595	9784-10-1	JD. DOS FRANCOS	
827	9784-10-0	BARRA FUNDA	
828	9785-10-0	TERM. BARRA FUNDA	
33596	9785-10-1	VILA TEREZINHA	
2022	9785-51-0	T.T.V.N. CACHOEIRINHA	
34790	9785-51-1	JD. CAROMBE	
33597	9789-10-1	JD. PAULISTANO	
829	9789-10-0	BARRA FUNDA	
1369	978A-10-0	METRO BARRA FUNDA	
34137	978A-10-1	T.T.V.N.CACHOEIRINHA	
33359	978J-10-1	VOITH	
591	978J-10-0	TERM PRINCESA ISABEL	
466	978L-10-0	TERM.PRINCESA ISABEL	
33234	978L-10-1	T.T.V.N.CACHOEIRINHA	
33657	978T-10-1	JD. GUARANI	
889	978T-10-0	METRO BARRA FUNDA	
4001	A001-10-0	Anhembi	
36769	A001-10-1	ACADÊMICOS DO TATUAPÉ	
36770	A002-10-1	ROSAS DE OURO	
4002	A002-10-0	Anhembi	
4003	A003-10-0	Anhembi	
36771	A003-10-1	MANCHA VERDE 	
36772	A004-10-1	VAI - VAI 	
4004	A004-10-0	Anhembi	
4005	A005-10-0	Anhembi	
36773	A005-10-1	X-9 PAULISTANA	
36774	A006-10-1	DRAGÕES DA REAL	
4006	A006-10-0	Anhembi	
4007	A007-10-0	Anhembi	
36775	A007-10-1	ÁGUIA DE OURO 	
36776	A008-10-1	NENÊ DE VILA MATILDE	
4008	A008-10-0	Anhembi	
4009	A009-10-0	Anhembi	
36777	A009-10-1	GAVIÕES DA FIEL	
36778	A010-10-1	MOCIDADE ALEGRE 	
4010	A010-10-0	Anhembi	
4011	A011-10-0	Anhembi	
36779	A011-10-1	TOM MAIOR	
36780	A012-10-1	UNIDOS DE VILA MARIA 	
4012	A012-10-0	Anhembi	
4013	A013-10-0	Anhembi	
36781	A013-10-1	ACADÊMICOS DO TUCURUVI	
36782	A014-10-1	IMPÉRIO DA CASA VERDE 	
4014	A014-10-0	Anhembi	
4015	A015-10-0	Anhembi	
36783	A015-10-1	UNIDOS DE STA BÁRBARA	
36784	A016-10-1	UNIDOS DO PERUCHE	
4016	A016-10-0	Anhembi	
4017	A017-10-0	Anhembi	
36785	A017-10-1	CAMISA VERDE E BRANCO	
36786	A018-10-1	IMPERADOR DO IPIRANGA	
4018	A018-10-0	Anhembi	
4019	A019-10-0	Anhembi	
36787	A019-10-1	LEANDRO DE ITAQUERA	
36788	A020-10-1	PÉROLA NEGRA	
4020	A020-10-0	Anhembi	
4021	A021-10-0	Anhembi	
36789	A021-10-1	ESTRELA DO TERCEIRO MILÊNIO	
36790	A022-10-1	MORRO DA CASA VERDE	
4022	A022-10-0	Anhembi	
4023	A023-10-0	Anhembi	
36791	A023-10-1	DOM BOSCO	
36792	A024-10-1	COLORADO DO BRAZ	
4024	A024-10-0	Anhembi	
4025	A025-10-0	Anhembi	
36793	A025-10-1	CAMISA 12	
36794	A026-10-1	TUP	
4026	A026-10-0	Anhembi	
4027	A027-10-0	Anhembi	
36795	A027-10-1	UIRAPURU DA MOOCA	
36796	A028-10-1	TORCIDA JOVEM DO SANTOS	
4028	A028-10-0	Anhembi	
4029	A029-10-0	Anhembi	
36797	A029-10-1	UNIDOS DE SÃO LUCAS	
36798	A030-10-1	UNIÃO IMPERIAL 	
4030	A030-10-0	Anhembi	
4031	A031-10-0	Anhembi	
36799	A031-10-1	MOCIDADE UNIDA DA MOOCA	
36800	A032-10-1	TRADIÇÃO ALBERTINENSE	
4032	A032-10-0	Anhembi	
4033	A033-10-0	Anhembi	
36801	A033-10-1	PROVA DE FOGO	
36802	A034-10-1	BARROCA DA ZONA SUL	
4034	A034-10-0	Anhembi	
4100	A100-10-0	Anhembi	
36868	A100-10-1	AFOXE OYA OMINIBU	
36869	A101-10-1	FILHOS DA COROA DE DADA	
4101	A101-10-0	Anhembi	
3018	A1O1-10-0	Central Circular Ociosa 1	
35786	A1O1-10-1	Central Circular Ociosa 1	
35787	A1O2-10-1	Intersetorial Circular Ociosa 1	
3019	A1O2-10-0	Intersetorial Circular Ociosa 1	
3012	A1R1-10-0	Central Circular 1	
35780	A1R1-10-1	Central Circular 1	
35781	A1R2-10-1	Intersetorial Circular 1 - Volta	
3013	A1R2-10-0	Intersetorial Circular 1 - Ida	
3014	A2R1-10-0	Central Circular 2	
35782	A2R1-10-1	Central Circular 2	
35783	A2R2-10-1	Intersetorial Circular 2	
3015	A2R2-10-0	Intersetorial Circular 2	
3016	A8R1-10-0	Central Circular Area 8	
35784	A8R1-10-1	Central Circular Area 8	
35785	A8R2-10-1	Intersetorial Circular - Área 8	
3017	A8R2-10-0	Intersetorial Circular - Área 8	
1716	ATEN-10-0	ATENDE	
34484	ATEN-10-1	ATENDE	
3041	BRES-21-0		
35809	BRES-21-1		
35799	BRIG-21-1		
3031	BRIG-21-0		
3032	CELS-21-0		
35800	CELS-21-1		
35810	CET1-10-1	CET VOLTA	
3042	CET1-10-0	CET IDA	
3033	CRUZ-21-0		
35801	CRUZ-21-1		
35802	CUPE-21-1		
3034	CUPE-21-0		
3000	F101-10-0	INTERLAGOS	
35768	F101-10-1	REPUBLICA	
35769	F102-10-1	AEROPORTO	
3001	F102-10-0	INTERLAGOS	
3002	F103-10-0	INTERLAGOS	
35770	F103-10-1	JABAQUARA	
35771	F104-10-1	SHOP. INTERLAGOS	
3003	F104-10-0	INTERLAGOS	
3004	F105-10-0	INTERLAGOS	
35772	F105-10-1	SHOP. SP MARKET	
3043	F106-10-0	INTERLAGOS	
35811	F106-10-1	TRIANON MASP	
35803	FARI-21-1		
3035	FARI-21-0		
5240	FREQ-10-0	FREQ Ida	
38008	FREQ-10-1	FREQ Volta	
35777	GARA-10-1	GARAGEM VOLTA	
3009	GARA-10-0	GARAGEM IDA	
5250	GATT-10-0	GATT Ida	
38018	GATT-10-1	GATT Volta	
35776	GUIN-10-1	GUINCHO	
3008	GUIN-10-0	GUINCHO	
5757	HILA-10-0	HILA Ida	
38525	HILA-10-1	HILA Volta	
36821	I053-10-1	BRINCO DA MARQUESA	
4053	I053-10-0	Interlagos	
4054	I054-10-0	Interlagos	
36822	I054-10-1	INDEPENDENTE	
36823	I055-10-1	PRÍNCIPE NEGRO	
4055	I055-10-0	Interlagos	
4056	I056-10-0	Interlagos	
36824	I056-10-1	PRIMEIRA DA ACLIMAÇÃO	
36825	I057-10-1	VALÊNCIA DE PERUS	
4057	I057-10-0	Interlagos	
4058	I058-10-0	Interlagos	
36826	I058-10-1	UNIDOS DE SÃO MIGUEL	
36827	I059-10-1	AMIZADE DA ZONA LESTE	
4059	I059-10-0	Interlagos	
4060	I060-10-0	Interlagos	
36828	I060-10-1	IMPÉRIO LAPEANO	
36829	I061-10-1	ACADÊMICOS DO IPIRANGA	
4061	I061-10-0	Interlagos	
4062	I062-10-0	Interlagos	
36830	I062-10-1	FLOR DE VILA DALILA	
36831	I063-10-1	OS BAMBAS	
4063	I063-10-0	Interlagos	
4064	I064-10-0	Interlagos	
36832	I064-10-1	FLOR  DE LIZ DA ZONA SUL	
36833	I065-10-1	COMBINADOS DO SAPOPEMBA	
4065	I065-10-0	Interlagos	
3020	IBIR-10-0		
35788	IBIR-10-1		
35789	INAJ-10-1		
3021	INAJ-10-0		
3044	IND1-10-0	Anhembi	
35812	IND1-10-1	Barra Funda	
35813	IND2-10-1	Metro Tietê	
3045	IND2-10-0	Anhembi	
3046	IND3-10-0	Anhembi	
35814	IND3-10-1	Trianon MASP	
35815	IND4-10-1	Pça da Republica	
3047	IND4-10-0	Anhembi	
3048	IND5-10-0	Anhembi	
35816	IND5-10-1	Aeroporto de Congonhas	
38519	INTR-10-1	INTR Volta	
5751	INTR-10-0	INTR Ida	
3022	JOAO-10-0		
35790	JOAO-10-1		
36834	L066-10-1	CACIQUE DA VILA	
4066	L066-10-0	Pq. Da Luz	
4067	L067-10-0	Pq. Da Luz	
36835	L067-10-1	CAPRICHOSOS DA ZONA SUL	
36836	L068-10-1	MOCIDADE AMAZONENSE	
4068	L068-10-0	Pq. Da Luz	
4069	L069-10-0	Pq. Da Luz	
36837	L069-10-1	CHORÕES DA TIA GÊ	
36838	L070-10-1	PAVILHÃO NOVE	
4070	L070-10-0	Pq. Da Luz	
4071	L071-10-0	Pq. Da Luz	
36839	L071-10-1	CAPRICHOSOS DO PIQUERI	
36840	L072-10-1	UNIDOS DO PÉ GRANDE	
4072	L072-10-0	Pq. Da Luz	
4073	L073-10-0	Pq. Da Luz	
36841	L073-10-1	GAROTOS DA VILA	
36842	L074-10-1	MOCIDADE IND. ZONA LESTE	
4074	L074-10-0	Pq. Da Luz	
4075	L075-10-0	Pq. Da Luz	
36843	L075-10-1	UNIÃO DA TRINDADE	
36844	L076-10-1	VOVÓ BOLÃO	
4076	L076-10-0	Pq. Da Luz	
4077	L077-10-0	Pq. Da Luz	
36845	L077-10-1	NÃO EMPURRA QUE É PIOR	
36846	L078-10-1	UNIDOS DO GUARAÚ	
4078	L078-10-0	Pq. Da Luz	
3010	LAB1-10-0	LAB1 IDA	
35778	LAB1-10-1	LAB1 VOLTA	
35779	LAB2-10-1	LAB2 VOLTA	
3011	LAB2-10-0	LAB2 IDA	
3006	LEST-10-0	VIATURA LESTE IDA	
35774	LEST-10-1	VIATURA LESTE VOLTA	
3023	MBOI-10-0		
35791	MBOI-10-1		
3005	NORT-10-0	VIATURA NORTE IDA	
35773	NORT-10-1	VIATURA NORTE VOLTA	
1413	PAE1-10-0	PAESE A.1 IDA	
34181	PAE1-10-1	PAESE A.1 VOLTA	
34182	PAE2-10-1	PAESE A.2 VOLTA	
1414	PAE2-10-0	PAESE A.2 IDA	
1415	PAE3-10-0	PAESE A.3 IDA	
34183	PAE3-10-1	PAESE A.3 VOLTA	
34184	PAE4-10-1	PAESE A.4 VOLTA	
1416	PAE4-10-0	PAESE A.4 IDA	
1417	PAE5-10-0	PAESE A.5 IDA	
34185	PAE5-10-1	PAESE A.5 VOLTA	
34186	PAE6-10-1	PAESE A.6 VOLTA	
1418	PAE6-10-0	PAESE A.6 IDA	
1419	PAE7-10-0	PAESE A.7 IDA	
34187	PAE7-10-1	PAESE A.7 VOLTA	
34188	PAE8-10-1	PAESE A.8 VOLTA	
1420	PAE8-10-0	PAESE A.8 IDA	
1422	PAEC-10-0	PAESE CPTM IDA	
34190	PAEC-10-1	PAESE CPTM VOLTA	
34189	PAEM-10-1	PAESE METRO VOLTA	
1421	PAEM-10-0	PAESE METRO IDA	
3024	PAES-10-0		
35792	PAES-10-1		
38243	PAND-10-1	PAND Volta	
5475	PAND-10-0	PAND Ida	
3025	PARE-10-0		
35793	PARE-10-1		
35805	PAUL-21-1		
3037	PAUL-21-0		
5756	PEL-10-0	PEL Ida	
38524	PEL-10-1	PEL Volta	
35794	PIRI-10-1		
3026	PIRI-10-0		
5493	PRET-10-0	PRET Ida	
38261	PRET-10-1	PRET Volta	
38270	PRYS-10-1	PRYS Volta	
5502	PRYS-10-0	PRYS Ida	
3038	RADI-21-0		
35806	RADI-21-1		
35795	REBO-10-1		
3027	REBO-10-0		
3039	RIOB-21-0		
35807	RIOB-21-1		
38520	RODE-10-1	RODE Volta	
5752	RODE-10-0	RODE Ida	
3028	SANT-10-0		
35796	SANT-10-1		
38335	SETE-10-1	SETE Volta	
5567	SETE-10-0	SETE Ida	
5194	STRI-10-0	STRI Ida	
37962	STRI-10-1	STRI Volta	
38367	SUIS-10-1	SUIS Volta	
5599	SUIS-10-0	SUIS Ida	
3007	SUL -10-0	VIATURA SUL IDA	
35775	SUL -10-1	VIATURA SUL VOLTA	
35797	TIRA-10-1	Sacomã	
3029	TIRA-10-0	Mercado	
3040	TIRA-21-0		
35808	TIRA-21-1		
36803	V035-10-1	BOÊMIOS DA VILA	
4035	V035-10-0	Vila Esperança	
4036	V036-10-0	Vila Esperança	
36804	V036-10-1	IMPERATRIZ DA SUL	
36805	V037-10-1	PASSO DE OURO	
4037	V037-10-0	Vila Esperança	
4038	V038-10-0	Vila Esperança	
36806	V038-10-1	ACADÊMICOS DE SÃO JORGE	
36807	V039-10-1	SÓ VOU SE VOCÊ FOR	
4039	V039-10-0	Vila Esperança	
4040	V040-10-0	Vila Esperança	
36808	V040-10-1	ESTAÇÃO INVERNADA	
36809	V041-10-1	UNIÃO DE VILA ALBERTINA	
4041	V041-10-0	Vila Esperança	
4042	V042-10-0	Vila Esperança	
36810	V042-10-1	IRACEMA MEU GRANDE AMOR	
36811	V043-10-1	FOLHA VERDE	
4043	V043-10-0	Vila Esperança	
4044	V044-10-0	Vila Esperança	
36812	V044-10-1	LAVAPES	
36813	V045-10-1	EXPLOSÃO DA ZONA NORTE	
4045	V045-10-0	Vila Esperança	
4046	V046-10-0	Vila Esperança	
36814	V046-10-1	UNIÃO IND. DA ZONA SUL	
36815	V047-10-1	PORTELA DA ZONA SUL	
4047	V047-10-0	Vila Esperança	
4048	V048-10-0	Vila Esperança	
36816	V048-10-1	IMPERATRIZ DA PAULICÉIA	
36817	V049-10-1	MOCIDADE ROBRUENSE	
4049	V049-10-0	Vila Esperança	
4050	V050-10-0	Vila Esperança	
36818	V050-10-1	DRAGÕES DE VILA ALPINA	
36819	V051-10-1	UNIDOS DO VALE ENCANTADO	
4051	V051-10-0	Vila Esperança	
4052	V052-10-0	Vila Esperança	
36820	V052-10-1	UNIDOS DE GUAIANASES	
38467	VANR-10-1	VANR Volta	
5699	VANR-10-0	VANR Ida	
5719	VMIM-10-0	VMIM Ida	
38487	VMIM-10-1	VMIM Volta	
38505	WEST-10-1	WEST Volta	
5737	WEST-10-0	WEST Ida	
